"ImageId","left_eye_center_x","left_eye_center_x.All.X..rcv.glmnet","left_eye_center_x.All.X..rcv.glmnet.err","left_eye_center_x.All.X..rcv.glmnet.err.abs","left_eye_center_x.All.X..rcv.glmnet.is.acc"
"Train#0507",63.5885714286,66.2125447951716,2.62397336657164,2.62397336657164,FALSE
"Train#0537",64.1593846154,66.044885216367,1.88550060096696,1.88550060096696,FALSE
"Train#0561",64.2964645161,66.2376191388644,1.94115462276444,1.94115462276444,FALSE
"Train#0564",63.8446344828,66.0219998932843,2.17736541048432,2.17736541048432,FALSE
"Train#0587",65.046,65.9675274361701,0.921527436170081,0.921527436170081,FALSE
"Train#0591",64.3757419355,66.0435772709811,1.66783533548107,1.66783533548107,FALSE
"Train#0627",64.9840551724,66.011981632561,1.02792646016097,1.02792646016097,FALSE
"Train#0650",64.6783561644,66.1632737653386,1.48491760093859,1.48491760093859,FALSE
"Train#0673",65.0502047244,66.17464295054,1.12443822613999,1.12443822613999,FALSE
"Train#0688",63.861,66.1313424408472,2.27034244084725,2.27034244084725,FALSE
"Train#0721",64.7269693252,66.0594173766369,1.33244805143694,1.33244805143694,FALSE
"Train#0731",65.0237419355,66.1434722067331,1.11973027123311,1.11973027123311,FALSE
"Train#0750",64.9926075949,66.1609758654544,1.16836827055438,1.16836827055438,FALSE
"Train#0753",64.7055483871,66.0515069741761,1.34595858707608,1.34595858707608,FALSE
"Train#0780",64.7898181818,65.9307845351863,1.14096635338632,1.14096635338632,FALSE
"Train#0804",64.7278297872,66.1115178944459,1.38368810724589,1.38368810724589,FALSE
"Train#0851",63.8855474453,66.0296331883961,2.14408574309615,2.14408574309615,FALSE
"Train#0856",64.3489811321,66.1510875791961,1.80210644709612,1.80210644709612,FALSE
"Train#0885",62.9712592593,65.9460442291978,2.97478496989783,2.97478496989783,FALSE
"Train#0904",64.7375609756,66.2392705177366,1.50170954213657,1.50170954213657,FALSE
"Train#0914",64.972,66.1518168666444,1.17981686664444,1.17981686664444,FALSE
"Train#0924",64.3228444444,66.2197965201623,1.8969520757623,1.8969520757623,FALSE
"Train#0931",64.4601904762,65.9549687824695,1.49477830626951,1.49477830626951,FALSE
"Train#0943",64.3253006135,66.02911193186,1.70381131835998,1.70381131835998,FALSE
"Train#0948",64.2816,66.2086388060962,1.92703880609618,1.92703880609618,FALSE
"Train#1006",64.9498378378,66.0975078318998,1.14766999409977,1.14766999409977,FALSE
"Train#1011",65.053037037,66.2093623663194,1.15632532931939,1.15632532931939,FALSE
"Train#1019",64.5613913043,66.095884935103,1.53449363080304,1.53449363080304,FALSE
"Train#1023",64.8494769231,65.9607727922067,1.11129586910668,1.11129586910668,FALSE
"Train#1034",64.4078769231,66.1452707099001,1.7373937868001,1.7373937868001,FALSE
"Train#1065",64.7853061224,66.1446761738192,1.35937005141925,1.35937005141925,FALSE
"Train#1116",64.1267612903,66.1427894783096,2.01602818800959,2.01602818800959,FALSE
"Train#1118",64.572,66.2346377234108,1.66263772341078,1.66263772341078,FALSE
"Train#1135",64.585785124,66.1593108187862,1.57352569478623,1.57352569478623,FALSE
"Train#1162",65.022,65.9161963820425,0.89419638204248,0.89419638204248,FALSE
"Train#1164",64.8286451613,66.1717586938066,1.34311353250659,1.34311353250659,FALSE
"Train#1175",64.8132,66.1102268393913,1.29702683939129,1.29702683939129,FALSE
"Train#1191",64.1371569231,66.1580230094385,2.02086608633849,2.02086608633849,FALSE
"Train#1212",63.5749494949,66.1439949506468,2.56904545574677,2.56904545574677,FALSE
"Train#1215",65.0467605634,66.170079431207,1.12331886780701,1.12331886780701,FALSE
"Train#1228",64.9019381443,66.2439536203139,1.34201547601387,1.34201547601387,FALSE
"Train#1242",64.8779805825,66.03215724613,1.15417666362995,1.15417666362995,FALSE
"Train#1255",63.4604651163,66.2997533871233,2.83928827082335,2.83928827082335,FALSE
"Train#1270",64.9602038217,66.0967185793325,1.1365147576325,1.1365147576325,FALSE
"Train#1296",64.3472805755,66.3109963862618,1.96371581076177,1.96371581076177,FALSE
"Train#1332",62.9288944099,66.0406856529944,3.11179124309442,3.11179124309442,FALSE
"Train#1335",65.0469677419,66.3485556319558,1.3015878900558,1.3015878900558,FALSE
"Train#1342",64.4714418605,66.1063881993567,1.63494633885671,1.63494633885671,FALSE
"Train#1344",62.6621414141,66.189646832266,3.52750541816602,3.52750541816602,FALSE
"Train#1353",63.017631068,66.1411547761852,3.1235237081852,3.1235237081852,FALSE
"Train#1354",64.3176656535,66.1846168354804,1.86695118198041,1.86695118198041,FALSE
"Train#1366",63.6677837838,66.0095445044199,2.34176072061992,2.34176072061992,FALSE
"Train#1387",65.0514980989,66.1567913316302,1.10529323273018,1.10529323273018,FALSE
"Train#1389",63.7215766423,66.1627777861648,2.44120114386477,2.44120114386477,FALSE
"Train#1398",64.9589508197,66.0995492346334,1.14059841493345,1.14059841493345,FALSE
"Train#1403",64.0867651007,66.2020493023905,2.11528420169054,2.11528420169054,FALSE
"Train#1420",64.4090066225,66.1791560610228,1.77014943852278,1.77014943852278,FALSE
"Train#1441",64.2830291262,66.1886767134658,1.90564758726582,1.90564758726582,FALSE
"Train#1460",64.454970297,66.1600154824839,1.70504518548393,1.70504518548393,FALSE
"Train#1477",64.8372815534,66.047106991885,1.20982543848497,1.20982543848497,FALSE
"Train#1479",64.1235428571,66.1493534886331,2.02581063153306,2.02581063153306,FALSE
"Train#1486",63.9828127208,66.1292351027845,2.14642238198448,2.14642238198448,FALSE
"Train#1525",64.1493333333,66.0961004892335,1.94676715593353,1.94676715593353,FALSE
"Train#1574",64.6826057143,66.1804007441118,1.49779502981183,1.49779502981183,FALSE
"Train#1576",64.2900189274,66.0423084123886,1.75228948498862,1.75228948498862,FALSE
"Train#1580",64.4057024221,66.0995961650695,1.69389374296945,1.69389374296945,FALSE
"Train#1581",64.9709589041,66.1868720219546,1.21591311785456,1.21591311785456,FALSE
"Train#1609",60.3311283329,66.2907998660901,5.95967153319007,5.95967153319007,FALSE
"Train#1621",40.4589993857,66.1117484405459,25.6527490548459,25.6527490548459,FALSE
"Train#1628",63.389730423,66.2026912519142,2.8129608289142,2.8129608289142,FALSE
"Train#1630",64.236417931,66.2194746363578,1.98305670535784,1.98305670535784,FALSE
"Train#1632",64.4914678919,66.2584418375627,1.76697394566268,1.76697394566268,FALSE
"Train#1635",64.1538025822,66.1951000247716,2.0412974425716,2.0412974425716,FALSE
"Train#1661",64.36348679,66.2334944004192,1.87000761041925,1.87000761041925,FALSE
"Train#1662",63.7401026988,66.245072371695,2.50496967289503,2.50496967289503,FALSE
"Train#1663",63.8262374965,66.1643808340772,2.33814333757725,2.33814333757725,FALSE
"Train#1677",62.7731325539,66.2715256094965,3.49839305559648,3.49839305559648,FALSE
"Train#1678",63.9567196325,66.1026342215982,2.14591458909821,2.14591458909821,FALSE
"Train#1683",64.8578849724,66.0432422817281,1.18535730932808,1.18535730932808,FALSE
"Train#1691",64.0625674783,66.2424547810528,2.17988730275277,2.17988730275277,FALSE
"Train#1695",62.6245070543,66.1840437084492,3.55953665414917,3.55953665414917,FALSE
"Train#1704",64.133124019,66.1498985113304,2.01677449233046,2.01677449233046,FALSE
"Train#1705",59.388054422,66.2067029581465,6.8186485361465,6.8186485361465,FALSE
"Train#1708",64.7486760857,66.2192897714178,1.47061368571779,1.47061368571779,FALSE
"Train#1720",58.3829459905,66.0745905845678,7.6916445940678,7.6916445940678,FALSE
"Train#1742",64.8736093292,66.0393778177115,1.16576848851155,1.16576848851155,FALSE
"Train#1743",59.4190603838,66.0710902907788,6.65202990697875,6.65202990697875,FALSE
"Train#1760",53.8573167415,66.1043929508312,12.2470762093312,12.2470762093312,FALSE
"Train#1776",64.2384701911,66.3133647132194,2.07489452211935,2.07489452211935,FALSE
"Train#1777",61.8695133438,66.1683528633784,4.29883951957842,4.29883951957842,FALSE
"Train#1779",59.2109038466,66.1573365490823,6.94643270248235,6.94643270248235,FALSE
"Train#1787",57.3886749066,66.2426422378676,8.85396733126764,8.85396733126764,FALSE
"Train#1788",63.8302724255,66.3021183629681,2.47184593746807,2.47184593746807,FALSE
"Train#1791",64.1738469935,66.3212070266432,2.14736003314317,2.14736003314317,FALSE
"Train#1796",64.3043392115,66.0634580522696,1.75911884076963,1.75911884076963,FALSE
"Train#1804",62.585771936,66.1587579746199,3.5729860386199,3.5729860386199,FALSE
"Train#1809",58.5976965044,66.2757231416147,7.67802663721475,7.67802663721475,FALSE
"Train#1850",64.7558441558,66.153576665084,1.39773250928404,1.39773250928404,FALSE
"Train#1864",62.7445392704,66.1719070273477,3.42736775694772,3.42736775694772,FALSE
"Train#1870",62.0329599512,66.15014663531,4.11718668410998,4.11718668410998,FALSE
"Train#1877",64.6227405246,66.2688671730207,1.64612664842072,1.64612664842072,FALSE
"Train#1879",63.60509527,66.2068630492457,2.60176777924568,2.60176777924568,FALSE
"Train#1898",64.3955839548,66.2917241099867,1.89614015518667,1.89614015518667,FALSE
"Train#1908",22.7633446452,66.2464559798969,43.4831113346969,43.4831113346969,FALSE
"Train#1911",61.2301349016,66.1339163740796,4.90378147247959,4.90378147247959,FALSE
"Train#1915",63.7053260328,66.1027230503663,2.39739701756629,2.39739701756629,FALSE
"Train#1937",62.591325216,66.1898477202042,3.59852250420417,3.59852250420417,FALSE
"Train#1956",54.2330167709,66.242705949909,12.009689179009,12.009689179009,FALSE
"Train#1965",64.4296376177,66.3476217266183,1.9179841089183,1.9179841089183,FALSE
"Train#1975",64.5965463108,66.2722999789086,1.67575366810865,1.67575366810865,FALSE
"Train#1976",64.7661416247,66.240673181284,1.47453155658403,1.47453155658403,FALSE
"Train#1985",63.5752551022,66.3314400631015,2.75618496090148,2.75618496090148,FALSE
"Train#1986",64.5413421924,66.262907822518,1.72156563011805,1.72156563011805,FALSE
"Train#1987",62.1744832126,66.1188268473893,3.94434363478931,3.94434363478931,FALSE
"Train#1989",62.9273728541,66.230904434033,3.30353157993301,3.30353157993301,FALSE
"Train#2000",64.8610227362,66.1894439466514,1.32842121045137,1.32842121045137,FALSE
"Train#2019",64.1550493743,66.153683532557,1.99863415825699,1.99863415825699,FALSE
"Train#2027",63.1318811881,66.2172109267745,3.08532973867447,3.08532973867447,FALSE
"Train#2031",64.7094290631,66.3136386925794,1.60420962947939,1.60420962947939,FALSE
"Train#2050",58.5971892951,66.1276869490781,7.53049765397812,7.53049765397812,FALSE
"Train#2074",64.3700131767,66.2325747472049,1.86256157050488,1.86256157050488,FALSE
"Train#2081",59.2548104956,66.2431419852306,6.98833148963064,6.98833148963064,FALSE
"Train#2100",60.4317096542,66.3629020713712,5.93119241717121,5.93119241717121,FALSE
"Train#2103",59.3168428817,66.0604725224925,6.74362964079253,6.74362964079253,FALSE
"Train#2110",64.1363339895,66.3408656793021,2.2045316898021,2.2045316898021,FALSE
"Train#2113",64.3004081633,66.2340491127128,1.93364094941278,1.93364094941278,FALSE
"Train#2120",63.6593360465,66.1690122540205,2.50967620752046,2.50967620752046,FALSE
"Train#2166",61.8599381568,66.2732996033172,4.41336144651716,4.41336144651716,FALSE
"Train#2168",63.4027210884,66.2073792717696,2.80465818336963,2.80465818336963,FALSE
"Train#2172",64.2396873641,66.2048974813854,1.96521011728544,1.96521011728544,FALSE
"Train#2190",55.1105306122,66.2687638449831,11.1582332327831,11.1582332327831,FALSE
"Train#2192",41.0354617484,66.2688238249915,25.2333620765915,25.2333620765915,FALSE
"Train#2222",63.4167230323,66.1729061983231,2.75618316602306,2.75618316602306,FALSE
"Train#2231",64.8752203763,66.2089596378148,1.33373926151478,1.33373926151478,FALSE
"Train#2233",64.603000704,66.1796472621781,1.57664655817813,1.57664655817813,FALSE
"Train#2237",64.992207792,66.1729825053872,1.18077471338715,1.18077471338715,FALSE
"Train#2241",63.6946584706,66.2604151667192,2.56575669611923,2.56575669611923,FALSE
"Train#2252",63.9969007265,66.1297312421746,2.13283051567461,2.13283051567461,FALSE
"Train#2266",64.4197871148,66.2715663229005,1.85177920810052,1.85177920810052,FALSE
"Train#2274",64.1265810027,66.2674823399229,2.14090133722287,2.14090133722287,FALSE
"Train#2275",63.7382730354,66.3188778960287,2.58060486062867,2.58060486062867,FALSE
"Train#2276",64.6446164671,66.4373092198523,1.79269275275229,1.79269275275229,FALSE
"Train#2280",62.9650722099,66.3262955461607,3.36122333626065,3.36122333626065,FALSE
"Train#2281",64.8846888511,66.0647815799951,1.18009272889513,1.18009272889513,FALSE
"Train#2332",64.6854579775,66.1373532179217,1.45189524042169,1.45189524042169,FALSE
"Train#2346",62.223,66.249143033526,4.02614303352595,4.02614303352595,FALSE
"Train#2355",61.88055,66.1212454456223,4.24069544562225,4.24069544562225,FALSE
"Train#2357",62.7333090909,66.2778134173998,3.54450432649981,3.54450432649981,FALSE
"Train#2373",45.4719326316,66.2556429588409,20.7837103272409,20.7837103272409,FALSE
"Train#2374",64.7046697674,66.348188809656,1.643519042256,1.643519042256,FALSE
"Train#2376",63.2628292683,66.2939269866457,3.03109771834568,3.03109771834568,FALSE
"Train#2395",64.7461463415,66.0187491866668,1.27260284516676,1.27260284516676,FALSE
"Train#2398",60.6022857143,66.3096440856509,5.70735837135091,5.70735837135091,FALSE
"Train#2415",65.0261286957,66.1290362437455,1.10290754804549,1.10290754804549,FALSE
"Train#2420",63.6068571429,66.1580436330921,2.55118649019215,2.55118649019215,FALSE
"Train#2425",64.8404307692,66.3853395814616,1.54490881226161,1.54490881226161,FALSE
"Train#2434",60.2647578947,66.177337498935,5.91257960423503,5.91257960423503,FALSE
"Train#2451",61.55328,66.338237714823,4.78495771482298,4.78495771482298,FALSE
"Train#2453",61.9557818182,66.3547517367605,4.39896991856055,4.39896991856055,FALSE
"Train#2460",64.72608,66.2097246357597,1.48364463575975,1.48364463575975,FALSE
"Train#2475",63.1066536585,66.21622944343,3.10957578492999,3.10957578492999,FALSE
"Train#2501",64.5377841509,66.2321729125827,1.69438876168269,1.69438876168269,FALSE
"Train#2507",63.5383703704,66.2259725053807,2.68760213498071,2.68760213498071,FALSE
"Train#2515",63.0875443709,66.3011887182358,3.21364434733577,3.21364434733577,FALSE
"Train#2540",64.3162285714,66.2816303746014,1.9654018032014,1.9654018032014,FALSE
"Train#2541",45.9753795918,66.2344743178391,20.2590947260391,20.2590947260391,FALSE
"Train#2544",64.5581714286,66.1785607910188,1.62038936241883,1.62038936241883,FALSE
"Train#2584",59.7872372093,66.2666061799318,6.4793689706318,6.4793689706318,FALSE
"Train#2589",65.0752,66.1529270143485,1.07772701434847,1.07772701434847,FALSE
"Train#2594",60.5383111111,66.3243388058503,5.78602769475032,5.78602769475032,FALSE
"Train#2598",63.6227935829,66.2090139997559,2.58622041685591,2.58622041685591,FALSE
"Train#2630",50.262958231,66.2742479306932,16.0112896996932,16.0112896996932,FALSE
"Train#2666",65.062772093,66.2813078163223,1.21853572332229,1.21853572332229,FALSE
"Train#2676",64.935026087,66.1490300811243,1.21400399412431,1.21400399412431,FALSE
"Train#2679",63.1859515695,66.3955154029891,3.20956383348911,3.20956383348911,FALSE
"Train#2684",62.7861504,66.2028806447546,3.41673024475458,3.41673024475458,FALSE
"Train#2705",64.3157426087,66.3429740779144,2.02723146921439,2.02723146921439,FALSE
"Train#2720",64.3023567568,66.219183494345,1.91682673754502,1.91682673754502,FALSE
"Train#2728",62.5995574468,66.2923671085917,3.69280966179168,3.69280966179168,FALSE
"Train#2736",64.046752,66.3250038797881,2.27825187978814,2.27825187978814,FALSE
"Train#2737",64.6231148936,66.3514637591293,1.72834886552928,1.72834886552928,FALSE
"Train#2742",62.7383351351,66.2735638771243,3.53522874202429,3.53522874202429,FALSE
"Train#2757",64.1974736842,66.3224071199785,2.12493343577852,2.12493343577852,FALSE
"Train#2765",63.6576,66.4604775100259,2.80287751002587,2.80287751002587,FALSE
"Train#2768",62.939395122,66.2781027131465,3.33870759114652,3.33870759114652,FALSE
"Train#2778",63.4746947368,66.3141926481124,2.8394979113124,2.8394979113124,FALSE
"Train#2802",63.0793548387,66.4124132265898,3.33305838788981,3.33305838788981,FALSE
"Train#2809",63.6920210526,66.2676260269209,2.57560497432094,2.57560497432094,FALSE
"Train#2819",47.21168,66.286299829983,19.074619829983,19.074619829983,FALSE
"Train#2844",64.9771692308,66.2465082547886,1.26933902398859,1.26933902398859,FALSE
"Train#2866",59.3835336323,66.2128022778557,6.82926864555574,6.82926864555574,FALSE
"Train#2879",62.08416,66.4750944063141,4.39093440631413,4.39093440631413,FALSE
"Train#2882",65.0090534161,66.5242504828271,1.51519706672714,1.51519706672714,FALSE
"Train#2883",58.6061052632,66.2538332721501,7.6477280089501,7.6477280089501,FALSE
"Train#2887",63.351117757,66.3932797928555,3.04216203585545,3.04216203585545,FALSE
"Train#2896",59.9311542857,66.3335680637252,6.40241377802522,6.40241377802522,FALSE
"Train#2899",62.4314181818,66.2418825633234,3.81046438152345,3.81046438152345,FALSE
"Train#2902",63.381,66.1916351082816,2.81063510828163,2.81063510828163,FALSE
"Train#2911",61.2317866667,66.3007728147077,5.06898614800771,5.06898614800771,FALSE
"Train#2919",64.2533719149,66.3602133043761,2.10684138947614,2.10684138947614,FALSE
"Train#2920",64.4187130435,66.3392823890135,1.92056934551351,1.92056934551351,FALSE
"Train#2955",63.7667265306,66.2571910204631,2.49046448986311,2.49046448986311,FALSE
"Train#2961",62.578272,66.5130889921795,3.93481699217955,3.93481699217955,FALSE
"Train#2972",63.5418074074,66.2181825954348,2.6763751880348,2.6763751880348,FALSE
"Train#2986",64.5969051429,66.3701344196,1.77322927670004,1.77322927670004,FALSE
"Train#2993",64.0867018868,66.2048900982427,2.11818821144269,2.11818821144269,FALSE
"Train#3019",64.8566,66.3249133321166,1.46831333211659,1.46831333211659,FALSE
"Train#3035",63.25048,66.5003478169703,3.24986781697029,3.24986781697029,FALSE
"Train#3047",63.612,66.4234433470758,2.81144334707584,2.81144334707584,FALSE
"Train#3059",56.4846545455,66.3138944255888,9.82923988008884,9.82923988008884,FALSE
"Train#3068",60.0718628571,66.4751546340537,6.40329177695365,6.40329177695365,FALSE
"Train#3073",60.3547914894,66.2454382516432,5.89064676224319,5.89064676224319,FALSE
"Train#3074",65.0006634146,66.3332869072266,1.33262349262662,1.33262349262662,FALSE
"Train#3092",64.5708895522,66.402494561809,1.83160500960895,1.83160500960895,FALSE
"Train#3098",64.1801096629,66.3267754556505,2.14666579275048,2.14666579275048,FALSE
"Train#3105",62.776512,66.3006125001062,3.52410050010619,3.52410050010619,FALSE
"Train#3123",64.5528187013,66.3779144906098,1.82509578930983,1.82509578930983,FALSE
"Train#3133",64.3765770492,66.4580502979287,2.08147324872874,2.08147324872874,FALSE
"Train#3152",64.7679406452,66.3469468213981,1.57900617619809,1.57900617619809,FALSE
"Train#3156",64.1578892308,66.1650371851058,2.00714795430581,2.00714795430581,FALSE
"Train#3176",61.4218971429,66.2638875262942,4.8419903833942,4.8419903833942,FALSE
"Train#3209",63.6307563981,66.3379000189843,2.70714362088435,2.70714362088435,FALSE
"Train#3214",64.6263652174,66.4568978835453,1.83053266614527,1.83053266614527,FALSE
"Train#3233",64.9544195122,66.4228591923688,1.46843968016877,1.46843968016877,FALSE
"Train#3242",62.5109204819,66.2899396392555,3.77901915735545,3.77901915735545,FALSE
"Train#3264",63.1149283019,66.4230940535233,3.30816575162327,3.30816575162327,FALSE
"Train#3287",61.7977123404,66.1966828325277,4.39897049212769,4.39897049212769,FALSE
"Train#3301",62.8507705263,66.4730725654281,3.62230203912814,3.62230203912814,FALSE
"Train#3306",62.96496,66.2590317083897,3.2940717083897,3.2940717083897,FALSE
"Train#3319",63.9707712919,66.310605023733,2.33983373183296,2.33983373183296,FALSE
"Train#3324",64.984,66.4185549011229,1.43455490112289,1.43455490112289,FALSE
"Train#3361",64.3674666667,66.4378705642013,2.07040389750131,2.07040389750131,FALSE
"Train#3372",60.3792,66.3429859394524,5.96378593945238,5.96378593945238,FALSE
"Train#3375",41.2425866667,66.4191712871775,25.1765846204775,25.1765846204775,FALSE
"Train#3385",64.3434830769,66.4099337958726,2.06645071897258,2.06645071897258,FALSE
"Train#3388",64.8137931034,66.386698524656,1.57290542125602,1.57290542125602,FALSE
"Train#3427",63.7848,66.3087680302925,2.52396803029253,2.52396803029253,FALSE
"Train#3436",63.1642971429,66.3743367436167,3.21003960071668,3.21003960071668,FALSE
"Train#3446",63.3693677419,66.2522988848597,2.8829311429597,2.8829311429597,FALSE
"Train#3479",61.6575085714,66.3682886635075,4.71078009210746,4.71078009210746,FALSE
"Train#3511",60.6026092308,66.172596995524,5.56998776472398,5.56998776472398,FALSE
"Train#3526",64.6598787879,66.2310257311929,1.57114694329292,1.57114694329292,FALSE
"Train#3540",62.967648,66.3358236413702,3.36817564137019,3.36817564137019,FALSE
"Train#3546",64.5039101124,66.3691520339891,1.86524192158909,1.86524192158909,FALSE
"Train#3554",50.200048,66.3991519490568,16.1991039490568,16.1991039490568,FALSE
"Train#3564",62.0527216783,66.4036350035605,4.35091332526054,4.35091332526054,FALSE
"Train#3571",64.8766117647,66.4054020390876,1.52879027438765,1.52879027438765,FALSE
"Train#3572",60.4807258537,66.3517708513846,5.87104499768461,5.87104499768461,FALSE
"Train#3594",64.5927507692,66.3740385121404,1.78128774294038,1.78128774294038,FALSE
"Train#3599",64.5098971429,66.4371642923916,1.92726714949164,1.92726714949164,FALSE
"Train#3672",63.1725473684,66.4775901381439,3.30504276974391,3.30504276974391,FALSE
"Train#3686",64.4508734694,66.3863237293408,1.93545025994085,1.93545025994085,FALSE
"Train#3690",63.543012766,66.3594588835217,2.81644611752169,2.81644611752169,FALSE
"Train#3696",63.6282763636,66.4178484459874,2.7895720823874,2.7895720823874,FALSE
"Train#3720",65.0060651163,66.4649363372774,1.45887122097744,1.45887122097744,FALSE
"Train#3726",64.4123389831,66.3917279856404,1.97938900254044,1.97938900254044,FALSE
"Train#3733",64.6868338983,66.3326017068953,1.64576780859534,1.64576780859534,FALSE
"Train#3774",64.747042623,66.4649342082222,1.71789158522216,1.71789158522216,FALSE
"Train#3792",65.0723047619,66.4743397357622,1.4020349738622,1.4020349738622,FALSE
"Train#3812",55.3776,66.487928856168,11.110328856168,11.110328856168,FALSE
"Train#3833",63.8999657143,66.3428097338919,2.44284401959187,2.44284401959187,FALSE
"Train#3844",65.0086095238,66.4542725981767,1.44566307437672,1.44566307437672,FALSE
"Train#3851",64.3260342857,66.4924617794017,2.16642749370168,2.16642749370168,FALSE
"Train#3854",65.0180186916,66.3398739431253,1.32185525152526,1.32185525152526,FALSE
"Train#3883",63.3986455814,66.3085571161557,2.90991153475571,2.90991153475571,FALSE
"Train#3895",64.0004689655,66.5060190743621,2.50555010886211,2.50555010886211,FALSE
"Train#3901",64.9344,66.397991308432,1.46359130843202,1.46359130843202,FALSE
"Train#3908",64.0469106383,66.4169695942396,2.37005895593956,2.37005895593956,FALSE
"Train#3954",64.501376,66.251718554053,1.75034255405302,1.75034255405302,FALSE
"Train#3988",63.8140829721,66.3950004287025,2.58091745660253,2.58091745660253,FALSE
"Train#4003",62.8908,66.3669219256779,3.47612192567786,3.47612192567786,FALSE
"Train#4014",63.323496,66.3847422890199,3.06124628901988,3.06124628901988,FALSE
"Train#4030",64.5400421053,66.3455207177573,1.80547861245732,1.80547861245732,FALSE
"Train#4031",64.7061538462,66.3718206273775,1.66566678117746,1.66566678117746,FALSE
"Train#4057",61.5572756757,66.3524116455365,4.79513596983652,4.79513596983652,FALSE
"Train#4100",64.7893090909,66.4106264341746,1.62131734327464,1.62131734327464,FALSE
"Train#4136",61.8776170213,66.3361032812159,4.45848625991586,4.45848625991586,FALSE
"Train#4159",60.5440492308,66.4133654085962,5.86931617779619,5.86931617779619,FALSE
"Train#4165",62.9173714286,66.4348701135678,3.51749868496777,3.51749868496777,FALSE
"Train#4171",64.443216,66.3060428809373,1.86282688093725,1.86282688093725,FALSE
"Train#4179",59.1047384615,66.5419654597287,7.43722699822872,7.43722699822872,FALSE
"Train#4201",59.1340051948,66.2790793584361,7.14507416363614,7.14507416363614,FALSE
"Train#4249",62.23088,66.4383206981494,4.20744069814937,4.20744069814937,FALSE
"Train#4276",56.8164,66.548267369942,9.73186736994198,9.73186736994198,FALSE
"Train#4282",64.30544,66.5147812851768,2.20934128517675,2.20934128517675,FALSE
"Train#4284",62.6726292135,66.5649162130963,3.89228699959625,3.89228699959625,FALSE
"Train#4316",54.3378666667,66.3619693651565,12.0241026984565,12.0241026984565,FALSE
"Train#4326",64.1641797635,66.6368776117262,2.47269784822619,2.47269784822619,FALSE
"Train#4428",64.0516025806,66.5416514161271,2.49004883552709,2.49004883552709,FALSE
"Train#4430",64.6128,66.6083082591169,1.9955082591169,1.9955082591169,FALSE
"Train#4463",64.3879868852,66.4193641498479,2.03137726464786,2.03137726464786,FALSE
"Train#4490",49.4815255814,66.3472031258724,16.8656775444724,16.8656775444724,FALSE
"Train#4521",64.8052363636,66.498566485777,1.69333012217702,1.69333012217702,FALSE
"Train#4534",64.9095692308,66.3988559980222,1.4892867672222,1.4892867672222,FALSE
