".rownames","pop.fctr","pop.fctr.All.X...glmnet","pop.fctr.All.X...glmnet.prob","pop.fctr.All.X...glmnet.err","pop.fctr.All.X...glmnet.err.abs","pop.fctr.All.X...glmnet.is.acc"
85,"ultra","ultra",0.599570907968123,FALSE,0,TRUE
87,"ultra","ultra",0.795411304985398,FALSE,0,TRUE
90,"ultra","ultra",0.775652456497064,FALSE,0,TRUE
91,"ultra","ultra",0.521062430928458,FALSE,0,TRUE
92,"pico","pico",0.865463644334731,FALSE,0,TRUE
93,"ultra","ultra",0.718428410673055,FALSE,0,TRUE
94,"pico","pico",0.74328879403199,FALSE,0,TRUE
95,"nano","nano",0.493109025078606,FALSE,0,TRUE
96,"nano","nano",0.807027889684496,FALSE,0,TRUE
97,"pico","pico",0.613195260068291,FALSE,0,TRUE
99,"synecho","synecho",0.791355443667569,FALSE,0,TRUE
100,"pico","pico",0.886876106758807,FALSE,0,TRUE
103,"ultra","ultra",0.641289841673163,FALSE,0,TRUE
107,"ultra","ultra",0.669495021343276,FALSE,0,TRUE
108,"nano","ultra",0.503368520993837,TRUE,0.480625031404612,FALSE
110,"pico","pico",0.928051705131618,FALSE,0,TRUE
111,"nano","nano",0.828385003512557,FALSE,0,TRUE
112,"ultra","ultra",0.742938178390575,FALSE,0,TRUE
113,"synecho","synecho",0.951624519238,FALSE,0,TRUE
114,"nano","nano",0.602580748158949,FALSE,0,TRUE
119,"nano","nano",0.592979519558897,FALSE,0,TRUE
120,"nano","nano",0.556671634176511,FALSE,0,TRUE
122,"ultra","ultra",0.735414839143484,FALSE,0,TRUE
127,"synecho","synecho",0.922473435952901,FALSE,0,TRUE
130,"ultra","ultra",0.627202309075519,FALSE,0,TRUE
132,"synecho","synecho",0.999597570891083,FALSE,0,TRUE
134,"nano","nano",0.598156589598295,FALSE,0,TRUE
136,"ultra","ultra",0.613211028733776,FALSE,0,TRUE
139,"synecho","synecho",0.995967838170798,FALSE,0,TRUE
141,"synecho","synecho",0.998745973019021,FALSE,0,TRUE
148,"nano","ultra",0.50023537364211,TRUE,0.479145275635375,FALSE
152,"synecho","synecho",0.997296243667753,FALSE,0,TRUE
153,"nano","nano",0.811347923708978,FALSE,0,TRUE
154,"synecho","synecho",0.999318509500473,FALSE,0,TRUE
155,"synecho","synecho",0.934083416170831,FALSE,0,TRUE
156,"pico","pico",0.849075295752325,FALSE,0,TRUE
158,"ultra","ultra",0.638107993280344,FALSE,0,TRUE
159,"nano","nano",0.853365598904693,FALSE,0,TRUE
160,"synecho","synecho",0.991158156127654,FALSE,0,TRUE
162,"synecho","synecho",0.926668423124761,FALSE,0,TRUE
165,"synecho","synecho",0.999072046058054,FALSE,0,TRUE
168,"ultra","ultra",0.588438442346285,FALSE,0,TRUE
169,"ultra","ultra",0.528456020076248,FALSE,0,TRUE
170,"nano","nano",0.996977409493727,FALSE,0,TRUE
172,"synecho","synecho",0.997685307890107,FALSE,0,TRUE
173,"nano","nano",0.748536255318415,FALSE,0,TRUE
174,"nano","ultra",0.509299341437819,TRUE,0.475939838294181,FALSE
175,"ultra","ultra",0.633576359370941,FALSE,0,TRUE
176,"pico","pico",0.825014370347461,FALSE,0,TRUE
178,"ultra","ultra",0.571596387830763,FALSE,0,TRUE
180,"pico","pico",0.811774450910284,FALSE,0,TRUE
183,"pico","pico",0.725444347972961,FALSE,0,TRUE
184,"pico","pico",0.956058190167417,FALSE,0,TRUE
186,"nano","nano",0.987189018358222,FALSE,0,TRUE
190,"pico","pico",0.840373689413732,FALSE,0,TRUE
191,"synecho","synecho",0.79932454392439,FALSE,0,TRUE
196,"pico","pico",0.768543318150368,FALSE,0,TRUE
198,"synecho","synecho",0.993598501691169,FALSE,0,TRUE
202,"nano","nano",0.649377268700081,FALSE,0,TRUE
203,"nano","nano",0.911888751505997,FALSE,0,TRUE
204,"synecho","synecho",0.986544937858474,FALSE,0,TRUE
205,"pico","pico",0.920525531446007,FALSE,0,TRUE
206,"pico","pico",0.692571763718752,FALSE,0,TRUE
207,"pico","pico",0.729227606663141,FALSE,0,TRUE
209,"ultra","ultra",0.728481675928433,FALSE,0,TRUE
211,"ultra","ultra",0.6464305048164,FALSE,0,TRUE
212,"ultra","ultra",0.703048030520662,FALSE,0,TRUE
214,"ultra","ultra",0.609181987131517,FALSE,0,TRUE
218,"synecho","synecho",0.839814328206088,FALSE,0,TRUE
219,"pico","pico",0.540760889777209,FALSE,0,TRUE
220,"pico","pico",0.922913576545616,FALSE,0,TRUE
221,"pico","pico",0.595632080554026,FALSE,0,TRUE
225,"ultra","ultra",0.643142089297819,FALSE,0,TRUE
227,"ultra","ultra",0.576064438574803,FALSE,0,TRUE
230,"synecho","synecho",0.99417497220071,FALSE,0,TRUE
231,"ultra","ultra",0.72669953341798,FALSE,0,TRUE
235,"pico","ultra",0.531336641002134,TRUE,0.424627438246138,FALSE
241,"synecho","synecho",0.996802259586243,FALSE,0,TRUE
242,"ultra","ultra",0.645998887274987,FALSE,0,TRUE
244,"ultra","ultra",0.647826817952005,FALSE,0,TRUE
246,"pico","pico",0.709772881755857,FALSE,0,TRUE
249,"nano","nano",0.855385063410845,FALSE,0,TRUE
252,"pico","pico",0.938657839200847,FALSE,0,TRUE
253,"ultra","ultra",0.577992249577216,FALSE,0,TRUE
257,"ultra","ultra",0.653307162534579,FALSE,0,TRUE
259,"pico","pico",0.959335298355923,FALSE,0,TRUE
261,"pico","pico",0.919311136879956,FALSE,0,TRUE
262,"synecho","synecho",0.997461204890091,FALSE,0,TRUE
263,"nano","nano",0.97840374217766,FALSE,0,TRUE
265,"ultra","ultra",0.70307220820701,FALSE,0,TRUE
266,"pico","pico",0.935652590492129,FALSE,0,TRUE
271,"ultra","ultra",0.607610406706112,FALSE,0,TRUE
272,"synecho","synecho",0.842798062343477,FALSE,0,TRUE
273,"ultra","ultra",0.734720259291779,FALSE,0,TRUE
274,"pico","pico",0.803791198443229,FALSE,0,TRUE
276,"ultra","ultra",0.575359251521459,FALSE,0,TRUE
278,"pico","pico",0.93130588558754,FALSE,0,TRUE
281,"nano","nano",0.757662037456571,FALSE,0,TRUE
283,"nano","nano",0.667157908147582,FALSE,0,TRUE
284,"synecho","synecho",0.99936946062451,FALSE,0,TRUE
291,"ultra","ultra",0.56699811877828,FALSE,0,TRUE
293,"pico","pico",0.923440603243572,FALSE,0,TRUE
298,"pico","pico",0.715040396436079,FALSE,0,TRUE
301,"nano","nano",0.807816943878611,FALSE,0,TRUE
302,"pico","pico",0.547199372664398,FALSE,0,TRUE
304,"synecho","synecho",0.994142171440057,FALSE,0,TRUE
305,"ultra","ultra",0.683058490895842,FALSE,0,TRUE
309,"synecho","synecho",0.996093503545374,FALSE,0,TRUE
310,"pico","pico",0.674987700753961,FALSE,0,TRUE
311,"ultra","ultra",0.741791557159223,FALSE,0,TRUE
312,"ultra","ultra",0.600877010732726,FALSE,0,TRUE
316,"pico","pico",0.820060638001807,FALSE,0,TRUE
317,"pico","pico",0.733863261951077,FALSE,0,TRUE
318,"pico","pico",0.659283728479088,FALSE,0,TRUE
321,"synecho","synecho",0.758070471117295,FALSE,0,TRUE
322,"ultra","ultra",0.755309343244888,FALSE,0,TRUE
323,"ultra","ultra",0.744448838854366,FALSE,0,TRUE
324,"ultra","ultra",0.745043750625349,FALSE,0,TRUE
327,"synecho","synecho",0.993544406479387,FALSE,0,TRUE
329,"ultra","ultra",0.6380648011179,FALSE,0,TRUE
332,"ultra","ultra",0.562847390885552,FALSE,0,TRUE
333,"pico","pico",0.698551692273979,FALSE,0,TRUE
337,"ultra","ultra",0.641320495745607,FALSE,0,TRUE
339,"ultra","ultra",0.640211520215819,FALSE,0,TRUE
343,"synecho","synecho",0.969983422209028,FALSE,0,TRUE
345,"nano","nano",0.872865845139696,FALSE,0,TRUE
346,"synecho","synecho",0.958045429172685,FALSE,0,TRUE
350,"pico","pico",0.963442008676528,FALSE,0,TRUE
351,"pico","pico",0.88065383469288,FALSE,0,TRUE
355,"pico","pico",0.70757080635197,FALSE,0,TRUE
357,"synecho","synecho",0.986376508895081,FALSE,0,TRUE
358,"pico","pico",0.851215164664068,FALSE,0,TRUE
359,"pico","pico",0.933228853893057,FALSE,0,TRUE
360,"ultra","ultra",0.584804780795337,FALSE,0,TRUE
362,"ultra","ultra",0.751068056982988,FALSE,0,TRUE
363,"pico","pico",0.625226094800569,FALSE,0,TRUE
366,"nano","nano",0.540868115409717,FALSE,0,TRUE
369,"nano","nano",0.895054720939598,FALSE,0,TRUE
372,"nano","nano",0.515027751569067,FALSE,0,TRUE
378,"ultra","ultra",0.575460199251903,FALSE,0,TRUE
381,"pico","pico",0.887616448982538,FALSE,0,TRUE
382,"ultra","ultra",0.58102246726496,FALSE,0,TRUE
383,"nano","nano",0.955168316084525,FALSE,0,TRUE
385,"synecho","synecho",0.966647955930124,FALSE,0,TRUE
387,"synecho","synecho",0.997064987357186,FALSE,0,TRUE
390,"pico","pico",0.728451331199345,FALSE,0,TRUE
392,"synecho","synecho",0.991923174236375,FALSE,0,TRUE
394,"pico","pico",0.790291691329666,FALSE,0,TRUE
396,"synecho","synecho",0.604993581595378,FALSE,0,TRUE
397,"pico","pico",0.610077050315699,FALSE,0,TRUE
398,"synecho","synecho",0.994188204931829,FALSE,0,TRUE
400,"pico","pico",0.810078872928838,FALSE,0,TRUE
401,"nano","nano",0.881102451775898,FALSE,0,TRUE
403,"nano","nano",0.859425313967941,FALSE,0,TRUE
405,"pico","pico",0.67713748433,FALSE,0,TRUE
406,"pico","pico",0.653320664992433,FALSE,0,TRUE
407,"pico","pico",0.86703872716527,FALSE,0,TRUE
408,"pico","pico",0.670572789849595,FALSE,0,TRUE
409,"pico","pico",0.522038827233499,FALSE,0,TRUE
410,"pico","pico",0.853118114831962,FALSE,0,TRUE
412,"synecho","synecho",0.785061657201602,FALSE,0,TRUE
414,"ultra","ultra",0.715435565737262,FALSE,0,TRUE
415,"synecho","synecho",0.99966509985703,FALSE,0,TRUE
416,"nano","nano",0.753775762439815,FALSE,0,TRUE
417,"nano","nano",0.999610731369223,FALSE,0,TRUE
418,"ultra","ultra",0.563899672588878,FALSE,0,TRUE
419,"synecho","synecho",0.834081782094972,FALSE,0,TRUE
421,"ultra","ultra",0.591379106541948,FALSE,0,TRUE
422,"ultra","ultra",0.655614227964754,FALSE,0,TRUE
425,"synecho","synecho",0.921993795913246,FALSE,0,TRUE
426,"ultra","ultra",0.666783724335516,FALSE,0,TRUE
429,"pico","pico",0.654902353648348,FALSE,0,TRUE
430,"nano","ultra",0.488437179532263,TRUE,0.40235010721808,FALSE
433,"ultra","ultra",0.749774641865846,FALSE,0,TRUE
435,"synecho","synecho",0.551975751004373,FALSE,0,TRUE
439,"ultra","ultra",0.695389051838891,FALSE,0,TRUE
441,"pico","pico",0.852604350803964,FALSE,0,TRUE
442,"ultra","ultra",0.737335698327788,FALSE,0,TRUE
443,"ultra","ultra",0.646044329197904,FALSE,0,TRUE
444,"pico","pico",0.78687574582322,FALSE,0,TRUE
446,"synecho","synecho",0.9541987069753,FALSE,0,TRUE
449,"nano","nano",0.989619399959464,FALSE,0,TRUE
450,"pico","pico",0.792818848457203,FALSE,0,TRUE
455,"ultra","ultra",0.717667302450648,FALSE,0,TRUE
457,"synecho","synecho",0.929579225535982,FALSE,0,TRUE
461,"synecho","synecho",0.688826399685354,FALSE,0,TRUE
462,"ultra","ultra",0.737738832489185,FALSE,0,TRUE
463,"pico","pico",0.88971378207077,FALSE,0,TRUE
465,"nano","nano",0.587068977365613,FALSE,0,TRUE
467,"nano","nano",0.878282108694452,FALSE,0,TRUE
470,"pico","pico",0.715046660843513,FALSE,0,TRUE
473,"ultra","ultra",0.572469786676513,FALSE,0,TRUE
474,"synecho","synecho",0.952788334592519,FALSE,0,TRUE
476,"nano","nano",0.838175377134026,FALSE,0,TRUE
477,"ultra","ultra",0.621308985086827,FALSE,0,TRUE
480,"ultra","ultra",0.744840881739183,FALSE,0,TRUE
481,"pico","pico",0.712364407027145,FALSE,0,TRUE
485,"pico","pico",0.568272070069341,FALSE,0,TRUE
487,"ultra","ultra",0.709941349377949,FALSE,0,TRUE
488,"ultra","ultra",0.638408393133359,FALSE,0,TRUE
489,"pico","pico",0.886706123206533,FALSE,0,TRUE
492,"ultra","ultra",0.741499655715196,FALSE,0,TRUE
495,"synecho","synecho",0.996636923051711,FALSE,0,TRUE
496,"pico","pico",0.850295324883065,FALSE,0,TRUE
497,"nano","nano",0.949231022652018,FALSE,0,TRUE
498,"ultra","ultra",0.53061704478861,FALSE,0,TRUE
502,"pico","pico",0.825924334966303,FALSE,0,TRUE
503,"synecho","synecho",0.95921915715896,FALSE,0,TRUE
504,"pico","pico",0.883786745085676,FALSE,0,TRUE
505,"pico","pico",0.91176345670029,FALSE,0,TRUE
506,"synecho","synecho",0.997762191303129,FALSE,0,TRUE
507,"ultra","ultra",0.72290589076996,FALSE,0,TRUE
508,"synecho","synecho",0.991812031859702,FALSE,0,TRUE
510,"nano","nano",0.534377342629181,FALSE,0,TRUE
512,"pico","ultra",0.571406116484085,TRUE,0.384424535462135,FALSE
515,"synecho","synecho",0.995658066252367,FALSE,0,TRUE
517,"nano","nano",0.972628048165894,FALSE,0,TRUE
518,"ultra","ultra",0.748813860922047,FALSE,0,TRUE
519,"pico","pico",0.571110550603704,FALSE,0,TRUE
520,"nano","nano",0.96775089370831,FALSE,0,TRUE
522,"synecho","synecho",0.970530582934474,FALSE,0,TRUE
523,"pico","pico",0.821967446691915,FALSE,0,TRUE
524,"pico","pico",0.882267732656402,FALSE,0,TRUE
526,"ultra","ultra",0.629854477160512,FALSE,0,TRUE
527,"pico","pico",0.777777336545588,FALSE,0,TRUE
528,"nano","nano",0.998434408103052,FALSE,0,TRUE
532,"pico","pico",0.79157259161113,FALSE,0,TRUE
535,"pico","pico",0.570375761292246,FALSE,0,TRUE
542,"synecho","synecho",0.950533391299657,FALSE,0,TRUE
544,"ultra","ultra",0.598659688078168,FALSE,0,TRUE
545,"ultra","ultra",0.735510502085193,FALSE,0,TRUE
549,"synecho","synecho",0.981191164591143,FALSE,0,TRUE
550,"pico","pico",0.881044497640781,FALSE,0,TRUE
551,"nano","nano",0.616901656031932,FALSE,0,TRUE
555,"ultra","ultra",0.59407548206194,FALSE,0,TRUE
556,"pico","pico",0.581501550420405,FALSE,0,TRUE
557,"pico","pico",0.613329715115499,FALSE,0,TRUE
559,"nano","nano",0.769891382145843,FALSE,0,TRUE
564,"pico","pico",0.688380655592216,FALSE,0,TRUE
566,"pico","pico",0.733411247263913,FALSE,0,TRUE
568,"ultra","ultra",0.608502082317295,FALSE,0,TRUE
569,"synecho","synecho",0.997460008187026,FALSE,0,TRUE
570,"ultra","ultra",0.665588513629984,FALSE,0,TRUE
571,"synecho","synecho",0.997179973907952,FALSE,0,TRUE
572,"pico","pico",0.73158932508135,FALSE,0,TRUE
574,"synecho","synecho",0.989184576527333,FALSE,0,TRUE
575,"ultra","ultra",0.654947132582808,FALSE,0,TRUE
576,"synecho","synecho",0.974714481750787,FALSE,0,TRUE
578,"ultra","ultra",0.690403125702575,FALSE,0,TRUE
580,"pico","ultra",0.496408226920535,TRUE,0.461151446602916,FALSE
582,"pico","pico",0.903305140223622,FALSE,0,TRUE
583,"ultra","ultra",0.731675616894249,FALSE,0,TRUE
587,"synecho","synecho",0.954511494865846,FALSE,0,TRUE
589,"ultra","ultra",0.516679871332957,FALSE,0,TRUE
590,"pico","pico",0.584334042402273,FALSE,0,TRUE
591,"synecho","pico",0.567139059588188,TRUE,0.427816001593461,FALSE
593,"ultra","ultra",0.704981333536521,FALSE,0,TRUE
594,"ultra","ultra",0.545973787194494,FALSE,0,TRUE
595,"synecho","synecho",0.997739013742052,FALSE,0,TRUE
596,"pico","pico",0.750714870878926,FALSE,0,TRUE
598,"pico","pico",0.605816925319461,FALSE,0,TRUE
600,"ultra","ultra",0.686372420039416,FALSE,0,TRUE
602,"ultra","ultra",0.71687247163272,FALSE,0,TRUE
604,"synecho","synecho",0.99849089436846,FALSE,0,TRUE
605,"nano","nano",0.821992389048265,FALSE,0,TRUE
608,"pico","pico",0.854414379641274,FALSE,0,TRUE
610,"synecho","synecho",0.989084810862794,FALSE,0,TRUE
611,"ultra","ultra",0.681243619059894,FALSE,0,TRUE
612,"ultra","ultra",0.652408977010231,FALSE,0,TRUE
618,"synecho","synecho",0.984432639483325,FALSE,0,TRUE
620,"synecho","synecho",0.964707803597749,FALSE,0,TRUE
623,"synecho","synecho",0.999821527621722,FALSE,0,TRUE
627,"pico","pico",0.644782441110984,FALSE,0,TRUE
629,"pico","pico",0.711245026646122,FALSE,0,TRUE
630,"ultra","ultra",0.742574427301761,FALSE,0,TRUE
633,"ultra","ultra",0.659988066797714,FALSE,0,TRUE
635,"ultra","nano",0.56126525584257,TRUE,0.42077460875545,FALSE
636,"ultra","ultra",0.695473728134869,FALSE,0,TRUE
637,"synecho","synecho",0.718880206123903,FALSE,0,TRUE
639,"synecho","synecho",0.982699995034667,FALSE,0,TRUE
640,"pico","pico",0.882986940034267,FALSE,0,TRUE
641,"pico","pico",0.89980837170354,FALSE,0,TRUE
643,"ultra","ultra",0.512146135707432,FALSE,0,TRUE
645,"ultra","ultra",0.520582281944901,FALSE,0,TRUE
646,"pico","pico",0.842728157791221,FALSE,0,TRUE
647,"ultra","ultra",0.772311539831266,FALSE,0,TRUE
649,"nano","nano",0.738237099174849,FALSE,0,TRUE
654,"synecho","synecho",0.445912660657544,FALSE,0,TRUE
655,"pico","pico",0.587899270010054,FALSE,0,TRUE
656,"pico","pico",0.679959617651448,FALSE,0,TRUE
657,"nano","nano",0.902953884918215,FALSE,0,TRUE
658,"ultra","ultra",0.632120968933768,FALSE,0,TRUE
660,"ultra","ultra",0.703268377991278,FALSE,0,TRUE
662,"nano","nano",0.764954814551215,FALSE,0,TRUE
664,"synecho","synecho",0.996151066104746,FALSE,0,TRUE
667,"pico","pico",0.512520934862631,FALSE,0,TRUE
670,"synecho","synecho",0.998036360755893,FALSE,0,TRUE
671,"nano","nano",0.749393869759225,FALSE,0,TRUE
672,"synecho","synecho",0.993652808532438,FALSE,0,TRUE
674,"ultra","ultra",0.669192975778142,FALSE,0,TRUE
675,"pico","pico",0.941669330549757,FALSE,0,TRUE
676,"pico","pico",0.894379729954609,FALSE,0,TRUE
677,"pico","ultra",0.520783562520767,TRUE,0.441321898051113,FALSE
680,"pico","pico",0.761517125585566,FALSE,0,TRUE
689,"synecho","synecho",0.833971832367736,FALSE,0,TRUE
691,"ultra","ultra",0.724713718168837,FALSE,0,TRUE
692,"ultra","ultra",0.719036805713625,FALSE,0,TRUE
696,"ultra","ultra",0.775305902638139,FALSE,0,TRUE
699,"synecho","synecho",0.998421125886274,FALSE,0,TRUE
700,"ultra","ultra",0.581665653141034,FALSE,0,TRUE
701,"pico","pico",0.911817375998046,FALSE,0,TRUE
703,"pico","pico",0.68958672226023,FALSE,0,TRUE
705,"ultra","ultra",0.69288821512432,FALSE,0,TRUE
706,"synecho","synecho",0.992980566914431,FALSE,0,TRUE
711,"ultra","ultra",0.605044722764198,FALSE,0,TRUE
713,"ultra","ultra",0.501604488353781,FALSE,0,TRUE
714,"synecho","synecho",0.694121593204622,FALSE,0,TRUE
716,"ultra","ultra",0.600364642404076,FALSE,0,TRUE
719,"pico","pico",0.582690046165136,FALSE,0,TRUE
720,"nano","ultra",0.569809252940941,TRUE,0.407576584125709,FALSE
721,"pico","pico",0.897051709450119,FALSE,0,TRUE
724,"pico","pico",0.942519271463141,FALSE,0,TRUE
726,"ultra","ultra",0.773764633009017,FALSE,0,TRUE
727,"nano","nano",0.649886545833904,FALSE,0,TRUE
728,"pico","pico",0.707236932997799,FALSE,0,TRUE
729,"ultra","ultra",0.71263838795982,FALSE,0,TRUE
731,"ultra","ultra",0.644799738654361,FALSE,0,TRUE
733,"nano","ultra",0.525181970964603,TRUE,0.448316356996181,FALSE
735,"nano","nano",0.569011526816416,FALSE,0,TRUE
736,"pico","pico",0.545943299134961,FALSE,0,TRUE
737,"synecho","synecho",0.997667271125485,FALSE,0,TRUE
740,"pico","pico",0.533441214909621,FALSE,0,TRUE
744,"ultra","ultra",0.661567539152351,FALSE,0,TRUE
746,"ultra","ultra",0.566019394425868,FALSE,0,TRUE
747,"pico","pico",0.938059299354024,FALSE,0,TRUE
751,"pico","pico",0.910883617030518,FALSE,0,TRUE
752,"ultra","ultra",0.587545760750914,FALSE,0,TRUE
754,"synecho","synecho",0.999271569619549,FALSE,0,TRUE
755,"pico","pico",0.731542574900977,FALSE,0,TRUE
756,"pico","pico",0.663375629179821,FALSE,0,TRUE
759,"ultra","ultra",0.644875399437275,FALSE,0,TRUE
760,"synecho","synecho",0.990939355712828,FALSE,0,TRUE
763,"ultra","ultra",0.813592910837516,FALSE,0,TRUE
764,"pico","pico",0.532140240021084,FALSE,0,TRUE
765,"synecho","synecho",0.999345180881844,FALSE,0,TRUE
766,"nano","nano",0.531486765331115,FALSE,0,TRUE
767,"nano","nano",0.905261316575203,FALSE,0,TRUE
770,"nano","nano",0.585750448803719,FALSE,0,TRUE
771,"ultra","ultra",0.645329369355587,FALSE,0,TRUE
772,"ultra","ultra",0.727019249960129,FALSE,0,TRUE
773,"pico","pico",0.517903766638973,FALSE,0,TRUE
774,"pico","pico",0.656681826016992,FALSE,0,TRUE
775,"pico","pico",0.866567190771388,FALSE,0,TRUE
777,"nano","nano",0.928846263990379,FALSE,0,TRUE
778,"nano","nano",0.807570752173783,FALSE,0,TRUE
780,"synecho","synecho",0.658959807193332,FALSE,0,TRUE
782,"ultra","ultra",0.722233599929908,FALSE,0,TRUE
783,"pico","pico",0.574779622335069,FALSE,0,TRUE
784,"pico","pico",0.74303823283602,FALSE,0,TRUE
786,"ultra","ultra",0.745955872691829,FALSE,0,TRUE
787,"pico","pico",0.915634845367113,FALSE,0,TRUE
790,"ultra","ultra",0.756549239044396,FALSE,0,TRUE
793,"synecho","synecho",0.996957343927539,FALSE,0,TRUE
796,"ultra","ultra",0.569018389936518,FALSE,0,TRUE
798,"nano","nano",0.903989444354691,FALSE,0,TRUE
800,"pico","pico",0.677632492620838,FALSE,0,TRUE
802,"ultra","ultra",0.726102178202973,FALSE,0,TRUE
804,"pico","pico",0.642262263451442,FALSE,0,TRUE
805,"ultra","ultra",0.73752021626722,FALSE,0,TRUE
806,"nano","nano",0.88567381718722,FALSE,0,TRUE
807,"nano","ultra",0.621225530727705,TRUE,0.35510034054772,FALSE
808,"synecho","synecho",0.995208950335655,FALSE,0,TRUE
810,"ultra","ultra",0.655443524224776,FALSE,0,TRUE
811,"nano","ultra",0.516730445516233,TRUE,0.460777455450357,FALSE
813,"ultra","ultra",0.717018293989594,FALSE,0,TRUE
815,"ultra","ultra",0.69646334851642,FALSE,0,TRUE
818,"synecho","synecho",0.978077193720388,FALSE,0,TRUE
819,"synecho","synecho",0.993826266815395,FALSE,0,TRUE
820,"pico","pico",0.763092999907566,FALSE,0,TRUE
821,"pico","pico",0.697866040126564,FALSE,0,TRUE
822,"pico","pico",0.75174414325447,FALSE,0,TRUE
824,"synecho","synecho",0.597796684106459,FALSE,0,TRUE
827,"ultra","ultra",0.670814859784213,FALSE,0,TRUE
829,"nano","nano",0.953328020359843,FALSE,0,TRUE
832,"pico","ultra",0.52398036569322,TRUE,0.440310200072043,FALSE
833,"pico","pico",0.77761921062644,FALSE,0,TRUE
834,"ultra","ultra",0.821996189977274,FALSE,0,TRUE
839,"synecho","synecho",0.765297795750106,FALSE,0,TRUE
842,"ultra","ultra",0.740827100761109,FALSE,0,TRUE
843,"ultra","pico",0.511333717049069,TRUE,0.472495614655733,FALSE
844,"synecho","synecho",0.936271277398735,FALSE,0,TRUE
850,"nano","nano",0.527058668697288,FALSE,0,TRUE
851,"ultra","ultra",0.701021669626153,FALSE,0,TRUE
856,"pico","pico",0.559244076500063,FALSE,0,TRUE
857,"ultra","ultra",0.733272646558876,FALSE,0,TRUE
858,"ultra","ultra",0.718259997517943,FALSE,0,TRUE
861,"ultra","ultra",0.675695671911886,FALSE,0,TRUE
864,"synecho","synecho",0.55928635851656,FALSE,0,TRUE
874,"ultra","ultra",0.705461538714144,FALSE,0,TRUE
876,"synecho","nano",0.937576542355699,TRUE,0.000734476158855956,FALSE
879,"ultra","ultra",0.773736075610177,FALSE,0,TRUE
880,"nano","nano",0.806158677957886,FALSE,0,TRUE
881,"pico","pico",0.908005459699614,FALSE,0,TRUE
882,"synecho","synecho",0.728725807237126,FALSE,0,TRUE
883,"pico","pico",0.87661514812661,FALSE,0,TRUE
885,"pico","pico",0.854208867371256,FALSE,0,TRUE
886,"pico","pico",0.628208564329436,FALSE,0,TRUE
887,"synecho","synecho",0.997172576094825,FALSE,0,TRUE
888,"nano","nano",0.502773397473073,FALSE,0,TRUE
890,"nano","ultra",0.496332874323228,TRUE,0.483338298463467,FALSE
